run_timestamp,name_a,name_b,game_index,a_is_blue,winner_name,total_moves,total_time,avg_time_blue,avg_time_red,sims,time_per_move
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,13,1,gpt53_codex_xhigh,58,8.9862,0.000851,0.309003,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,14,0,AlphaBeta,22,4.7349,0.429235,0.001190,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,15,1,gpt53_codex_xhigh,58,8.9874,0.000854,0.309041,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,16,0,AlphaBeta,22,4.9331,0.429005,0.019443,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,17,1,AlphaBeta,31,12.4393,0.364478,0.440500,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,18,0,AlphaBeta,22,4.7302,0.428787,0.001214,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,19,1,gpt53_codex_xhigh,58,9.1132,0.000843,0.313390,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,20,0,AlphaBeta,22,4.7353,0.429279,0.001185,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,21,1,gpt53_codex_xhigh,58,8.9808,0.000852,0.308817,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,22,0,AlphaBeta,22,7.4943,0.429430,0.251850,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,23,1,gpt53_codex_xhigh,58,8.9846,0.000844,0.308955,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,24,0,AlphaBeta,60,15.8077,0.315997,0.210912,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,25,1,gpt53_codex_xhigh,58,8.9825,0.000850,0.308875,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,26,0,AlphaBeta,22,7.8324,0.429120,0.282901,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,27,1,gpt53_codex_xhigh,58,8.9818,0.000850,0.308855,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,28,0,AlphaBeta,22,4.7420,0.429845,0.001230,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,29,1,gpt53_codex_xhigh,58,8.9852,0.000853,0.308967,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,30,0,AlphaBeta,22,4.7346,0.429161,0.001238,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,31,1,gpt53_codex_xhigh,58,8.9836,0.000857,0.308908,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,32,0,AlphaBeta,22,4.7381,0.429523,0.001197,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,33,1,gpt53_codex_xhigh,58,8.9861,0.000854,0.308999,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,34,0,AlphaBeta,22,4.7396,0.429654,0.001201,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,35,1,gpt53_codex_xhigh,58,8.9763,0.000851,0.308662,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,36,0,AlphaBeta,22,4.7322,0.428995,0.001187,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,37,1,gpt53_codex_xhigh,58,8.9875,0.000853,0.309046,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,38,0,AlphaBeta,22,4.7322,0.428946,0.001232,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,39,1,gpt53_codex_xhigh,58,9.0482,0.000857,0.311134,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,40,0,AlphaBeta,22,4.7385,0.429567,0.001192,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,41,1,gpt53_codex_xhigh,58,8.9867,0.000854,0.309019,600,0.5
